browser position chr4:89280796-89314961
browser hide all
browser pack refGene encodeRegions
browser full altGraph
#  300 base wide bar graph, ausoScale is on by default == graphing
#  limits will dynamically change to always show full range of data
#  in veiwing window, priority = 20 position this as the second graph
#  Note, zero-relative, halp-open coordinate system in use for bedGraph format
track type=bedGraph name='A430105J06Rik (1X)' description='15-50' visibility=full color=200,100,0 altColor=0,100,200 priority=20
chr4	89280796	89284922	0
chr4	89284922	89284935	1
chr4	89284935	89284936	3
chr4	89284936	89284939	4
chr4	89284939	89284942	6
chr4	89284942	89284955	7
chr4	89284955	89284965	8
chr4	89284965	89284969	9
chr4	89284969	89284976	11
chr4	89284976	89284984	12
chr4	89284984	89284986	13
chr4	89284986	89284987	14
chr4	89284987	89284988	16
chr4	89284988	89284992	17
chr4	89284992	89284999	19
chr4	89284999	89285010	20
chr4	89285010	89285015	22
chr4	89285015	89285020	23
chr4	89285020	89285022	22
chr4	89285022	89285038	23
chr4	89285038	89285043	20
chr4	89285043	89285045	19
chr4	89285045	89285047	20
chr4	89285047	89285053	19
chr4	89285053	89285061	18
chr4	89285061	89285066	15
chr4	89285066	89285068	16
chr4	89285068	89285073	17
chr4	89285073	89285076	19
chr4	89285076	89285079	18
chr4	89285079	89285080	16
chr4	89285080	89285084	17
chr4	89285084	89285089	15
chr4	89285089	89285090	14
chr4	89285090	89285091	13
chr4	89285091	89285107	14
chr4	89285107	89285112	13
chr4	89285112	89285114	15
chr4	89285114	89285115	16
chr4	89285115	89285119	14
chr4	89285119	89285126	16
chr4	89285126	89285132	17
chr4	89285132	89285137	15
chr4	89285137	89285153	16
chr4	89285153	89285158	15
chr4	89285158	89285160	17
chr4	89285160	89285161	18
chr4	89285161	89285165	16
chr4	89285165	89285172	18
chr4	89285172	89285178	19
chr4	89285178	89285181	17
chr4	89285181	89285183	15
chr4	89285183	89285199	16
chr4	89285199	89285204	15
chr4	89285204	89285206	17
chr4	89285206	89285207	18
chr4	89285207	89285211	16
chr4	89285211	89285218	18
chr4	89285218	89285224	19
chr4	89285224	89285227	17
chr4	89285227	89285229	15
chr4	89285229	89285241	16
chr4	89285241	89285245	17
chr4	89285245	89285250	16
chr4	89285250	89285252	18
chr4	89285252	89285253	19
chr4	89285253	89285263	17
chr4	89285263	89285268	19
chr4	89285268	89285270	20
chr4	89285270	89285273	18
chr4	89285273	89285275	16
chr4	89285275	89285279	17
chr4	89285279	89285281	18
chr4	89285281	89285291	20
chr4	89285291	89285298	21
chr4	89285298	89285299	23
chr4	89285299	89285316	21
chr4	89285316	89285329	19
chr4	89285329	89285337	18
chr4	89285337	89285342	15
chr4	89285342	89285352	14
chr4	89285352	89285355	15
chr4	89285355	89285366	13
chr4	89285366	89285370	9
chr4	89285370	89285373	7
chr4	89285373	89285385	8
chr4	89285385	89285393	9
chr4	89285393	89285396	8
chr4	89285396	89285412	9
chr4	89285412	89285419	7
chr4	89285419	89285431	8
chr4	89285431	89285435	9
chr4	89285435	89285440	8
chr4	89285440	89285452	10
chr4	89285452	89285454	11
chr4	89285454	89285458	12
chr4	89285458	89285463	13
chr4	89285463	89285473	12
chr4	89285473	89285476	13
chr4	89285476	89285478	14
chr4	89285478	89285483	13
chr4	89285483	89285487	15
chr4	89285487	89285491	14
chr4	89285491	89285492	13
chr4	89285492	89285494	15
chr4	89285494	89285510	16
chr4	89285510	89285514	18
chr4	89285514	89285525	17
chr4	89285525	89285528	16
chr4	89285528	89285540	18
chr4	89285540	89285548	19
chr4	89285548	89285556	18
chr4	89285556	89285562	17
chr4	89285562	89285565	16
chr4	89285565	89285571	17
chr4	89285571	89285576	16
chr4	89285576	89285585	15
chr4	89285585	89285587	13
chr4	89285587	89285589	11
chr4	89285589	89285592	10
chr4	89285592	89285608	11
chr4	89285608	89285631	7
chr4	89285631	89285636	5
chr4	89285636	89285654	4
chr4	89285654	89285677	1
chr4	89285677	89286721	0
chr4	89286721	89286722	1
chr4	89286722	89286730	4
chr4	89286730	89286743	5
chr4	89286743	89286745	6
chr4	89286745	89286750	8
chr4	89286750	89286755	9
chr4	89286755	89286761	10
chr4	89286761	89286765	11
chr4	89286765	89286772	13
chr4	89286772	89286779	14
chr4	89286779	89286819	15
chr4	89286819	89286821	14
chr4	89286821	89286824	11
chr4	89286824	89286845	10
chr4	89286845	89286849	7
chr4	89286849	89286850	6
chr4	89286850	89286853	5
chr4	89286853	89286856	3
chr4	89286856	89286872	2
chr4	89286872	89286875	1
chr4	89286875	89287784	0
chr4	89287784	89287785	1
chr4	89287785	89287792	2
chr4	89287792	89287793	4
chr4	89287793	89287795	6
chr4	89287795	89287796	9
chr4	89287796	89287797	17
chr4	89287797	89287798	18
chr4	89287798	89287799	22
chr4	89287799	89287800	26
chr4	89287800	89287801	30
chr4	89287801	89287802	34
chr4	89287802	89287803	41
chr4	89287803	89287804	44
chr4	89287804	89287805	50
chr4	89287805	89287807	52
chr4	89287807	89287812	53
chr4	89287812	89287830	54
chr4	89287830	89287866	55
chr4	89287866	89287869	54
chr4	89287869	89287871	53
chr4	89287871	89287874	52
chr4	89287874	89287875	51
chr4	89287875	89287876	48
chr4	89287876	89287878	45
chr4	89287878	89287879	44
chr4	89287879	89287880	41
chr4	89287880	89287881	35
chr4	89287881	89287882	29
chr4	89287882	89287883	25
chr4	89287883	89287884	22
chr4	89287884	89287885	18
chr4	89287885	89287890	16
chr4	89287890	89287891	15
chr4	89287891	89287892	14
chr4	89287892	89287893	13
chr4	89287893	89287895	10
chr4	89287895	89287896	9
chr4	89287896	89287897	8
chr4	89287897	89287898	7
chr4	89287898	89287899	5
chr4	89287899	89287901	4
chr4	89287901	89287911	3
chr4	89287911	89287912	2
chr4	89287912	89287946	1
chr4	89287946	89297930	0
chr4	89297930	89297932	1
chr4	89297932	89297944	3
chr4	89297944	89298021	5
chr4	89298021	89298024	4
chr4	89298024	89298029	3
chr4	89298029	89298030	1
chr4	89298030	89301762	0
chr4	89301762	89301775	2
chr4	89301775	89301776	3
chr4	89301776	89301788	4
chr4	89301788	89301825	6
chr4	89301825	89301833	8
chr4	89301833	89301849	9
chr4	89301849	89301856	8
chr4	89301856	89301874	7
chr4	89301874	89301875	5
chr4	89301875	89301891	4
chr4	89301891	89301899	3
chr4	89301899	89302739	0
chr4	89302739	89302743	3
chr4	89302743	89302744	4
chr4	89302744	89302747	5
chr4	89302747	89302751	6
chr4	89302751	89302759	7
chr4	89302759	89302761	8
chr4	89302761	89302766	9
chr4	89302766	89302767	10
chr4	89302767	89302768	11
chr4	89302768	89302769	12
chr4	89302769	89302772	13
chr4	89302772	89302774	14
chr4	89302774	89302775	15
chr4	89302775	89302777	16
chr4	89302777	89302778	17
chr4	89302778	89302784	19
chr4	89302784	89302800	20
chr4	89302800	89302827	19
chr4	89302827	89302832	20
chr4	89302832	89302834	19
chr4	89302834	89302843	20
chr4	89302843	89302846	17
chr4	89302846	89302849	15
chr4	89302849	89302856	14
chr4	89302856	89302864	13
chr4	89302864	89302867	12
chr4	89302867	89302870	11
chr4	89302870	89302873	8
chr4	89302873	89302875	7
chr4	89302875	89302876	6
chr4	89302876	89302880	5
chr4	89302880	89302882	4
chr4	89302882	89302886	1
chr4	89302886	89312631	0
chr4	89312631	89312638	3
chr4	89312638	89312639	4
chr4	89312639	89312640	8
chr4	89312640	89312645	10
chr4	89312645	89312647	12
chr4	89312647	89312652	14
chr4	89312652	89312655	15
chr4	89312655	89312657	16
chr4	89312657	89312720	17
chr4	89312720	89312723	16
chr4	89312723	89312724	11
chr4	89312724	89312736	8
chr4	89312736	89312739	7
chr4	89312739	89312743	6
chr4	89312743	89312746	5
chr4	89312746	89312761	3
chr4	89312761	89312762	2
chr4	89312762	89312765	1
chr4	89312765	89314961	0
