browser position chr11:2150146-2169913
browser hide all
browser pack refGene encodeRegions
browser full altGraph
#  300 base wide bar graph, ausoScale is on by default == graphing
#  limits will dynamically change to always show full range of data
#  in veiwing window, priority = 20 position this as the second graph
#  Note, zero-relative, halp-open coordinate system in use for bedGraph format
track type=bedGraph name='LINC00052 (1X)' description='15-50' visibility=full color=200,100,0 altColor=0,100,200 priority=20
chr11	2150146	2152652	0
chr11	2152652	2152703	1
chr11	2152703	2152708	2
chr11	2152708	2152713	3
chr11	2152713	2152734	4
chr11	2152734	2152735	5
chr11	2152735	2152737	7
chr11	2152737	2152743	8
chr11	2152743	2152747	12
chr11	2152747	2152751	14
chr11	2152751	2152752	17
chr11	2152752	2152753	19
chr11	2152753	2152759	20
chr11	2152759	2152765	21
chr11	2152765	2152766	22
chr11	2152766	2152770	23
chr11	2152770	2152771	25
chr11	2152771	2152772	26
chr11	2152772	2152774	28
chr11	2152774	2152775	29
chr11	2152775	2152782	31
chr11	2152782	2152783	32
chr11	2152783	2152784	33
chr11	2152784	2152785	34
chr11	2152785	2152789	35
chr11	2152789	2152790	34
chr11	2152790	2152798	35
chr11	2152798	2152799	37
chr11	2152799	2152803	38
chr11	2152803	2152811	40
chr11	2152811	2152818	42
chr11	2152818	2152819	45
chr11	2152819	2152821	47
chr11	2152821	2152824	48
chr11	2152824	2152825	50
chr11	2152825	2152827	52
chr11	2152827	2152835	53
chr11	2152835	2152836	54
chr11	2152836	2152838	55
chr11	2152838	2152841	56
chr11	2152841	2152845	57
chr11	2152845	2152855	58
chr11	2152855	2152857	57
chr11	2152857	2152858	56
chr11	2152858	2152859	55
chr11	2152859	2152861	54
chr11	2152861	2152869	55
chr11	2152869	2152871	56
chr11	2152871	2152875	57
chr11	2152875	2152876	58
chr11	2152876	2152879	60
chr11	2152879	2152881	58
chr11	2152881	2152884	57
chr11	2152884	2152885	58
chr11	2152885	2152888	59
chr11	2152888	2152893	60
chr11	2152893	2152894	61
chr11	2152894	2152895	62
chr11	2152895	2152897	61
chr11	2152897	2152899	59
chr11	2152899	2152900	58
chr11	2152900	2152901	59
chr11	2152901	2152904	61
chr11	2152904	2152908	60
chr11	2152908	2152911	61
chr11	2152911	2152913	59
chr11	2152913	2152914	58
chr11	2152914	2152915	57
chr11	2152915	2152916	59
chr11	2152916	2152917	61
chr11	2152917	2152920	62
chr11	2152920	2152922	61
chr11	2152922	2152927	62
chr11	2152927	2152930	63
chr11	2152930	2152931	62
chr11	2152931	2152932	58
chr11	2152932	2152933	57
chr11	2152933	2152936	58
chr11	2152936	2152937	59
chr11	2152937	2152939	58
chr11	2152939	2152940	57
chr11	2152940	2152941	55
chr11	2152941	2152943	56
chr11	2152943	2152944	57
chr11	2152944	2152946	58
chr11	2152946	2152947	56
chr11	2152947	2152948	55
chr11	2152948	2152949	56
chr11	2152949	2152951	59
chr11	2152951	2152952	61
chr11	2152952	2152955	62
chr11	2152955	2152956	58
chr11	2152956	2152958	60
chr11	2152958	2152959	63
chr11	2152959	2152963	64
chr11	2152963	2152966	66
chr11	2152966	2152969	67
chr11	2152969	2152970	66
chr11	2152970	2152971	67
chr11	2152971	2152973	68
chr11	2152973	2152974	67
chr11	2152974	2152975	66
chr11	2152975	2152976	67
chr11	2152976	2152977	69
chr11	2152977	2152980	70
chr11	2152980	2152984	71
chr11	2152984	2152985	70
chr11	2152985	2152986	69
chr11	2152986	2152989	71
chr11	2152989	2152990	72
chr11	2152990	2152992	71
chr11	2152992	2152993	70
chr11	2152993	2152994	68
chr11	2152994	2152995	69
chr11	2152995	2152996	70
chr11	2152996	2152997	72
chr11	2152997	2152998	73
chr11	2152998	2153000	75
chr11	2153000	2153003	74
chr11	2153003	2153004	78
chr11	2153004	2153007	80
chr11	2153007	2153009	79
chr11	2153009	2153011	80
chr11	2153011	2153012	79
chr11	2153012	2153015	78
chr11	2153015	2153016	79
chr11	2153016	2153017	81
chr11	2153017	2153018	85
chr11	2153018	2153023	84
