browser position chr11:2150232-2169912
browser hide all
browser pack refGene encodeRegions
browser full altGraph
#  300 base wide bar graph, ausoScale is on by default == graphing
#  limits will dynamically change to always show full range of data
#  in veiwing window, priority = 20 position this as the second graph
#  Note, zero-relative, halp-open coordinate system in use for bedGraph format
track type=bedGraph name='TTLL7-IT1 (1X)' description='15-50' visibility=full color=200,100,0 altColor=0,100,200 priority=20
chr11	2150232	2152757	0
chr11	2152757	2152759	1
chr11	2152759	2152766	2
chr11	2152766	2152771	3
chr11	2152771	2152776	4
chr11	2152776	2152802	5
chr11	2152802	2152819	6
chr11	2152819	2152826	4
chr11	2152826	2152830	3
chr11	2152830	2152850	1
chr11	2152850	2152855	2
chr11	2152855	2152856	3
chr11	2152856	2152858	4
chr11	2152858	2152864	5
chr11	2152864	2152874	4
chr11	2152874	2152877	5
chr11	2152877	2152878	6
chr11	2152878	2152886	7
chr11	2152886	2152894	8
chr11	2152894	2152899	9
chr11	2152899	2152903	11
chr11	2152903	2152906	13
chr11	2152906	2152915	14
chr11	2152915	2152917	13
chr11	2152917	2152919	14
chr11	2152919	2152920	15
chr11	2152920	2152922	14
chr11	2152922	2152926	13
chr11	2152926	2152928	12
chr11	2152928	2152929	13
chr11	2152929	2152937	12
chr11	2152937	2152939	13
chr11	2152939	2152940	12
chr11	2152940	2152944	11
chr11	2152944	2152952	12
chr11	2152952	2152961	11
chr11	2152961	2152967	10
chr11	2152967	2152971	9
chr11	2152971	2152973	10
chr11	2152973	2152975	9
chr11	2152975	2152976	8
chr11	2152976	2152978	9
chr11	2152978	2152980	7
chr11	2152980	2152982	8
chr11	2152982	2152985	7
chr11	2152985	2152988	8
chr11	2152988	2152991	9
chr11	2152991	2153001	10
chr11	2153001	2153005	9
chr11	2153005	2153018	8
chr11	2153018	2153022	7
chr11	2153022	2153035	8
chr11	2153035	2153039	7
chr11	2153039	2153043	6
chr11	2153043	2153045	5
chr11	2153045	2153046	4
chr11	2153046	2153048	5
chr11	2153048	2153050	4
chr11	2153050	2153053	2
chr11	2153053	2153054	3
chr11	2153054	2153063	5
chr11	2153063	2153064	6
chr11	2153064	2153069	7
chr11	2153069	2153076	8
chr11	2153076	2153083	9
chr11	2153083	2153094	10
chr11	2153094	2153096	9
chr11	2153096	2153105	10
chr11	2153105	2153112	12
chr11	2153112	2153114	11
chr11	2153114	2153122	10
chr11	2153122	2153124	11
chr11	2153124	2153125	10
chr11	2153125	2153127	9
chr11	2153127	2153129	10
chr11	2153129	2153131	9
chr11	2153131	2153132	8
chr11	2153132	2153139	9
chr11	2153139	2153145	8
chr11	2153145	2153164	9
chr11	2153164	2153167	8
chr11	2153167	2153171	9
chr11	2153171	2153174	8
chr11	2153174	2153177	7
chr11	2153177	2153181	8
chr11	2153181	2153186	9
chr11	2153186	2153188	7
chr11	2153188	2153189	6
chr11	2153189	2153195	7
chr11	2153195	2153201	6
chr11	2153201	2153209	5
chr11	2153209	2153224	6
chr11	2153224	2153230	7
chr11	2153230	2153237	6
chr11	2153237	2153241	7
chr11	2153241	2153242	6
chr11	2153242	2153246	5
chr11	2153246	2153249	6
chr11	2153249	2153256	5
chr11	2153256	2153258	6
chr11	2153258	2153270	5
chr11	2153270	2153276	6
chr11	2153276	2153294	5
chr11	2153294	2153303	4
chr11	2153303	2153310	3
chr11	2153310	2153327	2
chr11	2153327	2161570	0
chr11	2161570	2161573	2
chr11	2161573	2161576	3
chr11	2161576	2161580	5
chr11	2161580	2161588	6
chr11	2161588	2161623	7
chr11	2161623	2161627	6
chr11	2161627	2161632	5
chr11	2161632	2161634	4
chr11	2161634	2161635	3
chr11	2161635	2161642	2
chr11	2161642	2161707	1
chr11	2161707	2165275	0
chr11	2165275	2165276	2
chr11	2165276	2165277	13
chr11	2165277	2165279	16
chr11	2165279	2165280	18
chr11	2165280	2165281	20
chr11	2165281	2165282	21
chr11	2165282	2165283	24
chr11	2165283	2165284	29
chr11	2165284	2165287	30
chr11	2165287	2165288	31
chr11	2165288	2165289	32
chr11	2165289	2165291	33
chr11	2165291	2165302	34
chr11	2165302	2165325	35
chr11	2165325	2165328	34
chr11	2165328	2165331	31
chr11	2165331	2165332	30
chr11	2165332	2165333	29
chr11	2165333	2165334	23
chr11	2165334	2165335	18
chr11	2165335	2165338	17
chr11	2165338	2165339	14
chr11	2165339	2165340	11
chr11	2165340	2165341	6
chr11	2165341	2165343	5
chr11	2165343	2165344	4
chr11	2165344	2165347	2
chr11	2165347	2165395	1
chr11	2165395	2169912	0
